Articles	Categories	continent
Sumatra	subject.Geography.Geography_of_Asia	 asia
Sumer	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Summer	subject.Geography.Climate_and_the_Weather	 australia
Summer	subject.Everyday_life.Everyday_life	 australia
Summer_Hill%2C_New_South_Wales	subject.Geography.Geography_of_Oceania_Australasia	 australia
Sumo	subject.Everyday_life.Sports	 asia
Sun	subject.Science.Physics.Space_Astronomy	 ant
Sun_Tzu	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Sun_Yat-sen	subject.People.Political_People	 asia
Sundew	subject.Science.Biology.Plants	 australia
Sunflower	subject.Science.Biology.Plants	 asia
Sunlight	subject.Geography.Climate_and_the_Weather	 africa
Sunol_Water_Temple	subject.Design_and_Technology.Architecture	 north
Sunset_Boulevard_%281950_film%29	subject.Everyday_life.Films	 north
Super_14	subject.Everyday_life.Sports_events	 south
Super_Bowl_XL	subject.Everyday_life.Sports_events	 north
Super_Chief	subject.Design_and_Technology.Railway_transport	 north
Super_Mario_64	subject.Everyday_life.Computer_and_Video_games	 north
Super_Mario_Bros.	subject.Everyday_life.Computer_and_Video_games	 ant
Superconductivity	subject.Science.Physics.Electricity_and_Electronics	 asia
Superman	subject.Everyday_life.Cartoons	 north
Supermarine_Spitfire	subject.Design_and_Technology.Air_and_Sea_transport	 europe
Supermarine_Spitfire	subject.History.British_History.British_History_Post_1900	 europe
Supply_and_demand	subject.Business_Studies.Economics	 asia
Supply_chain_management	subject.Business_Studies.Business	 asia
Supreme_Court_of_the_United_States	subject.Citizenship.Law	 north
Suriname	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 south
Suriname	subject.Countries	 south
Surtsey	subject.Geography.European_Geography	 europe
Sustainable_forestry	subject.Citizenship.Environment	 asia
Sutton_Hoo	subject.History.Archaeology	 europe
Sutton_Hoo	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 europe
Svalbard	subject.Geography.European_Geography	 europe
Svart%C3%A1lfar	subject.History.Ancient_History_Classical_History_and_Mythology	 europe
Swallow	subject.Science.Biology.Birds	 europe
Swan	subject.Science.Biology.Birds	 australia
Swastika	subject.Religion.Religious_disputes	 asia
Swaziland	subject.Geography.African_Geography.African_Countries	 africa
Swaziland	subject.Countries	 africa
Sweden	subject.Countries	 europe
Sweden	subject.Geography.European_Geography.European_Countries	 europe
Swedish_allotment_system	subject.History.Military_History_and_War	 europe
Swift	subject.Science.Biology.Birds	 europe
Swiss_Federal_Council	subject.Citizenship.Politics_and_government	 europe
Swissair_Flight_111	subject.History.Recent_History	 north
Switzerland	subject.Countries	 europe
Switzerland	subject.Geography.European_Geography.European_Countries	 europe
Sydney	subject.Geography.Geography_of_Oceania_Australasia	 australia
Sydney_Newman	subject.People.Producers_directors_and_media_figures	 canada
Sydney_Riot_of_1879	subject.History.General_history	 australia
Sylvanus_Morley	subject.History.Archaeology	 central
Symmetry	subject.Mathematics	 ant
Synthesizer	subject.Music.Musical_Instruments	 asia
Syria	subject.Countries	 asia
Syria	subject.Geography.Geography_of_the_Middle_East.Middle_Eastern_Countries	 asia
T-34	subject.History.Military_History_and_War	 asia
T._D._Judah	subject.Design_and_Technology.Railway_transport	 asia
T._S._Eliot	subject.Language_and_literature.Theatre	 europe
T._S._Eliot	subject.People.Writers_and_critics	 europe
TGV	subject.Design_and_Technology.Railway_transport	 europe
Tacitean_studies	subject.History.Historians_chroniclers_and_history_books	 europe
Tagoi_language	subject.Language_and_literature.Languages	 africa
Taipei	subject.Geography.Geography_of_Asia	 asia
Taiwan	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Taiwan	subject.Countries	 asia
Taj_Mahal	subject.Design_and_Technology.Architecture	 asia
Taj_Mahal	subject.Geography.Geography_of_Asia	 asia
Tajikistan	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Tajikistan	subject.Countries	 asia
Talc	subject.Geography.Mineralogy	 asia
Tamarind	subject.Science.Biology.Organisms	 africa
Tamil_language	subject.Language_and_literature.Languages	 asia
Tamil_people	subject.Geography.Peoples	 asia
Tank	subject.History.Military_History_and_War	 asia
Tansy	subject.Science.Biology.Plants	 europe
Tantalum	subject.Science.Chemistry.Chemical_elements	 africa
Tanzania	subject.Geography.African_Geography.African_Countries	 africa
Tanzania	subject.Countries	 africa
Tao_Te_Ching	subject.Religion.Philosophy	 asia
Taoism	subject.Religion.Philosophy	 asia
Tarragon	subject.Science.Biology.Plants	 europe
Tashkent	subject.Geography.Geography_of_Asia	 asia
Tasmanian_Devil	subject.Science.Biology.Mammals	 australia
Tawny_Owl	subject.Science.Biology.Birds	 australia
Tay-Sachs_disease	subject.Science.Biology.Health_and_medicine	 ant
Tay_Rail_Bridge	subject.Design_and_Technology.Railway_transport	 europe
TeX	subject.IT.Software	 ant
Tea	subject.Everyday_life.Drink	 asia
Technetium	subject.Science.Chemistry.Chemical_elements	 asia
Technology	subject.Language_and_literature.Linguistics	 world
Tehran	subject.Geography.Geography_of_the_Middle_East	 asia
Tel_Aviv	subject.Geography.Geography_of_the_Middle_East	 asia
Telecommunication	subject.Design_and_Technology.Engineering	 asia
Telephone	subject.Design_and_Technology.Engineering	 asia
Telephone_exchange	subject.Design_and_Technology.Engineering	 asia
Telescope	subject.Design_and_Technology.Engineering	 ant
Television	subject.Design_and_Technology.Engineering	 ant
Television	subject.Everyday_life.Television	 ant
Tellurium	subject.Science.Chemistry.Chemical_elements	 south
Temperate	subject.Science.Physics.General_Physics	 europe
Temple_of_Artemis	subject.History.Ancient_History_Classical_History_and_Mythology	 asia
Templon	subject.Design_and_Technology.Architecture	 asia
Tennis	subject.Everyday_life.Sports	 australia
Tennis_Masters_Cup	subject.Everyday_life.Sports_events	 asia
Tenzin_Gyatso%2C_14th_Dalai_Lama	subject.People.Religious_figures_and_leaders	 asia
Tenzing_Norgay	subject.People.Geographers_and_explorers	 asia
Terbium	subject.Science.Chemistry.Chemical_elements	 asia
Terik	subject.Geography.African_Geography	 africa
Tern	subject.Science.Biology.Birds	 ant
Terrorism	subject.Citizenship.Politics_and_government	 asia
Textile	subject.Art.Art	 asia
Thailand	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Thailand	subject.Countries	 asia
Thalassemia	subject.Science.Biology.Health_and_medicine	 asia
Thallium	subject.Science.Chemistry.Chemical_elements	 asia
The_Absent-Minded_Beggar	subject.Language_and_literature.Poetry_and_Opera	 asia
The_Adventures_of_Tintin	subject.Everyday_life.Cartoons	 europe
The_Anarchy	subject.History.British_History.British_History_1500_and_before_including_Roman_Britain	 england
The_Ashes	subject.Everyday_life.Sports_events	 australia
The_Bahamas	subject.Geography.Central_and_South_American_Geography.Central_and_South_American_Countries	 ant
The_Bahamas	subject.Countries	 ant
The_Beano	subject.Everyday_life.Cartoons	 europe
The_Beatles	subject.Music.Performers_and_composers	 europe
The_Beatles_discography	subject.Music.Musical_Recordings_and_compositions	 europe
The_Blitz	subject.History.British_History.British_History_Post_1900	 europe
The_Broads	subject.Geography.Geography_of_Great_Britain	 europe
The_Brothers_Karamazov	subject.Language_and_literature.Novels	 europe
The_Canadian	subject.Design_and_Technology.Railway_transport	 north
The_Cantos	subject.Language_and_literature.Poetry_and_Opera	 asia
The_Cat_in_the_Hat	subject.Language_and_literature.General_Literature	 north
The_Catcher_in_the_Rye	subject.Language_and_literature.Novels	 north
The_Catlins	subject.Geography.Geography_of_Oceania_Australasia	 south
The_Championships%2C_Wimbledon	subject.Everyday_life.Sports_events	 europe
The_Children%27s_Machine	subject.IT.Computing_hardware_and_infrastructure	 africa
The_Count_of_Monte_Cristo	subject.Language_and_literature.Novels	 europe
The_Country_Wife	subject.Language_and_literature.Theatre	 europe
The_Curious_Incident_of_the_Dog_in_the_Night-time	subject.Language_and_literature.Novels	 asia
The_Dandy	subject.Everyday_life.Cartoons	 united
The_Fairy-Queen	subject.Language_and_literature.Poetry_and_Opera	 europe
The_Famous_Five_%28characters%29	subject.Language_and_literature.General_Literature	 europe
The_Fens	subject.Geography.Geography_of_Great_Britain	 europe
The_Frogs	subject.Language_and_literature.Theatre	 an
The_Gambia	subject.Geography.African_Geography.African_Countries	 africa
The_Gambia	subject.Countries	 africa
The_Godfather	subject.Everyday_life.Films	 north
The_Great_Exhibition	subject.History.British_History.British_History_17501900	 europe
The_Hague	subject.Geography.European_Geography	 europe
The_Hitchhiker%27s_Guide_to_the_Galaxy	subject.Language_and_literature.Novels	 europe
The_Hobbit	subject.Language_and_literature.Novels	 middle
The_Holocaust	subject.History.World_War_II	 europe
The_Illuminatus%21_Trilogy	subject.Language_and_literature.General_Literature	 north
The_Importance_of_Being_Earnest	subject.Language_and_literature.Theatre	 europe
The_Iron_Bridge	subject.Geography.Geography_of_Great_Britain	 europe
The_Iron_Bridge	subject.Design_and_Technology.Road_transport	 europe
The_King%27s_Regiment_%28Liverpool%29	subject.History.Military_History_and_War	 europe
The_Last_Supper_%28Leonardo%29	subject.Art.Art	 europe
The_Legend_of_Zelda_series	subject.Everyday_life.Computer_and_Video_games	 japan
The_Lion%2C_the_Witch_and_the_Wardrobe	subject.Language_and_literature.Novels	 europe
The_Lion_King	subject.Everyday_life.Films	 north
The_Lorax	subject.Language_and_literature.Novels	 north
The_Lord_of_the_Rings	subject.Language_and_literature.Novels	 middle
The_Lord_of_the_Rings_film_trilogy	subject.Everyday_life.Films	 middle
The_Magic_Flute	subject.Language_and_literature.Poetry_and_Opera	 europe
The_Marriage_of_Figaro	subject.Language_and_literature.Poetry_and_Opera	 europe
The_Merchant_of_Venice	subject.Language_and_literature.Theatre	 europe
The_Mismeasure_of_Man	subject.Science.Biology.Evolution_and_reproduction	 ant
The_Mismeasure_of_Man	subject.Science.Biology.General_Biology	 ant
The_Old_Man_and_the_Sea	subject.Language_and_literature.Novels	 ant
The_Origin_of_Species	subject.Science.Biology.Evolution_and_reproduction	 europe
The_Oz_books	subject.Language_and_literature.Novels	 north
The_Picture_of_Dorian_Gray	subject.Language_and_literature.Novels	 europe
The_Pilgrim%27s_Progress	subject.Language_and_literature.Novels	 europe
The_Quatermass_Experiment	subject.Everyday_life.Television	 europe
The_Relapse	subject.Language_and_literature.Theatre	 europe
The_Rime_of_the_Ancient_Mariner	subject.Language_and_literature.Poetry_and_Opera	 ant
The_Rite_of_Spring	subject.Music.Musical_Recordings_and_compositions	 europe
The_Rolling_Stones	subject.Music.Performers_and_composers	 europe
The_Seagull	subject.Language_and_literature.Theatre	 russia
The_Shawshank_Redemption	subject.Everyday_life.Films	 north
The_Simpsons	subject.Everyday_life.Cartoons	 north
The_Simpsons	subject.Everyday_life.Television	 north
The_Smiths	subject.Music.Performers_and_composers	 europe
The_Supremes	subject.Music.Performers_and_composers	 north
The_Temptations	subject.Music.Performers_and_composers	 north
The_Wall_Street_Journal	subject.Citizenship.Media	 north
The_Waste_Land	subject.Language_and_literature.Poetry_and_Opera	 europe
The_West_Wing_%28TV_series%29	subject.Everyday_life.Television	 north
The_X-Files	subject.Everyday_life.Television	 north
Theatre	subject.Language_and_literature.Literature_types	 europe
Theatre	subject.Language_and_literature.Theatre	 europe
Theatre_Royal%2C_Drury_Lane	subject.Design_and_Technology.Architecture	 europe
Theatre_Royal%2C_Drury_Lane	subject.Language_and_literature.Theatre	 europe
Theatre_in_the_round	subject.Language_and_literature.Theatre	 north
Theodore_Roosevelt	subject.People.USA_Presidents	 north
Therizinosaurus	subject.Science.Biology.Dinosaurs	 asia
Thermodynamic_temperature	subject.Science.Physics.General_Physics	 ant
Thermodynamics	subject.Science.Physics.General_Physics	 asia
Theropoda	subject.Science.Biology.Dinosaurs	 asia
Theta	subject.Language_and_literature.Linguistics	 asia
Thiamine	subject.Everyday_life.Food_and_agriculture	 asia
Thiamine	subject.Science.Chemistry.General_Chemistry	 asia
Third_Servile_War	subject.History.Ancient_History_Classical_History_and_Mythology	 africa
Third_Servile_War	subject.History.Military_History_and_War	 africa
Thomas_Aquinas	subject.People.Religious_figures_and_leaders	 europe
Thomas_Becket	subject.People.Religious_figures_and_leaders	 europe
Thomas_Cranmer	subject.People.Religious_figures_and_leaders	 europe
Thomas_Edison	subject.People.Engineers_and_inventors	 north
Thomas_Gainsborough	subject.People.Artists	 europe
Thomas_Hobbes	subject.People.Philosophers	 europe
Thomas_Jefferson	subject.People.USA_Presidents	 north
Thomas_Malthus	subject.Business_Studies.Economics	 europe
Thomas_Malthus	subject.People.Historical_figures	 europe
Thomas_More	subject.People.Religious_figures_and_leaders	 europe
Thomas_Pynchon	subject.People.Writers_and_critics	 north
Thomas_Samuel_Kuhn	subject.People.Philosophers	 ant
Thor	subject.Religion.Divinities	 europe
Thorax	subject.Science.Biology.General_Biology	 africa
Thorium	subject.Science.Chemistry.Chemical_elements	 asia
Thrasybulus	subject.People.Military_People	 europe
Three_Gorges_Dam	subject.Design_and_Technology.Engineering	 asia
Three_Laws_of_Robotics	subject.Language_and_literature.General_Literature	 asia
Three_Mile_Island_accident	subject.Design_and_Technology.Engineering	 north
Thrush_%28bird%29	subject.Science.Biology.Birds	 ant
Thucydides	subject.History.Historians_chroniclers_and_history_books	 europe
Thulium	subject.Science.Chemistry.Chemical_elements	 asia
Thunderstorm	subject.Geography.Climate_and_the_Weather	 asia
Thunderstorm	subject.Geography.Storms	 asia
Tiananmen_Square_protests_of_1989	subject.History.Recent_History	 asia
Tibet	subject.Geography.Geography_of_Asia.Asian_Countries	 asia
Tibet	subject.Countries	 asia
Tide	subject.Geography.Climate_and_the_Weather	 world
Tiger	subject.Science.Biology.Mammals	 asia
Tiger_Woods	subject.People.Sports_and_games_people	 north
Tiger_shark	subject.Science.Biology.Insects_Reptiles_and_Fish	 australia
Tigris	subject.Geography.Geography_of_Asia	 asia
Tijuana	subject.Geography.North_American_Geography	 north
Tiktaalik	subject.Science.Biology.Birds	 asia
Tim_Berners-Lee	subject.People.Computing_People	 europe
Tim_Henman	subject.People.Sports_and_games_people	 europe
Timbuktu	subject.Geography.African_Geography	 africa
Time	subject.Science.Physics.General_Physics	 ant
Time_zone	subject.Geography.General_Geography	 world
Time_zone	subject.Science.Physics.General_Physics	 world
Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites	subject.Science.Physics.Space_Astronomy	 ant
Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites	subject.Science.Physics.The_Planets	 ant
Timken_1111	subject.Design_and_Technology.Railway_transport	 north
Timur	subject.People.Historical_figures	 asia
Tin	subject.Science.Chemistry.Chemical_elements	 asia
